nombre_hotel,plataforma,ciudad,estrellas,fecha_captura,grupo,integrante,precio_noche,puntuacion,tipo_alojamiento,url_origen,zona_geografica,estudiante,hotel_viaje,precio_original,precio_limpio,precio_clp,pais,adultos,noches,tipo_habitacion,segmento_precio
El valle,Booking.com,Copiapo,0,2026-04-30 02:14:51.887,G5_Turismo_Hoteleria,camila-rojas,79318.0,7.0,otro,https://www.booking.com/hotel/cl/el-valle-copiapo.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
El valle 2,Booking.com,Copiapo,0,2026-04-30 02:14:47.267,G5_Turismo_Hoteleria,camila-rojas,80000.0,8.0,otro,https://www.booking.com/hotel/cl/el-valle-2.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Departamento AMOBLADO Y EQUIPADO Copayapu,Booking.com,Copiapo,0,2026-04-30 02:15:09.312,G5_Turismo_Hoteleria,camila-rojas,106000.0,7.3,otro,https://www.booking.com/hotel/cl/departamento-copayapu-copiapo.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Atacama Copiapo,Booking.com,Copiapo,0,2026-04-30 02:14:33.595,G5_Turismo_Hoteleria,camila-rojas,89100.0,7.9,hotel,https://www.booking.com/hotel/cl/atacama-copiapo-copiapo.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Dpto full amoblado en copiapo 4,Booking.com,Copiapo,0,2026-04-30 02:15:12.090,G5_Turismo_Hoteleria,camila-rojas,112000.0,9.5,otro,https://www.booking.com/hotel/cl/dpto-full-amoblado-en-copiapo-4.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Diego de Almagro La Serena Express,Booking.com,La Serena,4,2026-04-30 02:24:04.520,G5_Turismo_Hoteleria,camila-rojas,87430.0,8.8,hotel,https://www.booking.com/hotel/cl/diego-de-almagro-la-serena-express.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
El Arbol Eco Lodge,Booking.com,La Serena,0,2026-04-30 02:24:50.547,G5_Turismo_Hoteleria,camila-rojas,40398.0,8.2,lodge,https://www.booking.com/hotel/cl/hostal-el-arbol-beach.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Residencial Campo Verde,Booking.com,La Serena,0,2026-04-30 02:24:32.418,G5_Turismo_Hoteleria,camila-rojas,28392.0,8.3,otro,https://www.booking.com/hotel/cl/residencial-campo-verde-la-serena.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Hotel Club La Serena,Booking.com,La Serena,4,2026-04-30 02:24:34.740,G5_Turismo_Hoteleria,camila-rojas,98246.0,8.5,hotel,https://www.booking.com/hotel/cl/club-la-serena.es-ar.html,Norte Chico,bastian-bravo,NaN,NaN,,,NaN,,,NaN,Medio
Departamento La Serena sector Playa Peñuelas,Booking.com,La Serena,0,2026-04-30 02:24:56.950,G5_Turismo_Hoteleria,camila-rojas,33750.0,9.7,otro,https://www.booking.com/hotel/cl/departamento-la-serena-sector-playa-penuelas.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Departamento de descanso frente al mar,Booking.com,La Serena,0,2026-04-26 03:14:08.074,G5_Turismo_Hoteleria,camila-rojas,54000.0,10.0,otro,https://www.booking.com/hotel/cl/departamento-de-descanso-frente-al-mar-la-serena.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Moderno Depto - Cercano a playa,Booking.com,La Serena,0,2026-04-27 02:16:17.941,G5_Turismo_Hoteleria,camila-rojas,330000.0,9.9,otro,https://www.booking.com/hotel/cl/moderno-depto-cercano-a-playa.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel y Cabañas Campanario,Booking.com,La Serena,4,2026-04-28 15:04:24.326,G5_Turismo_Hoteleria,camila-rojas,205602.0,8.3,cabana,https://www.booking.com/hotel/cl/campanario-del-mar.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Canto del Mar,Booking.com,La Serena,3,2026-04-30 02:24:30.012,G5_Turismo_Hoteleria,camila-rojas,74520.0,8.1,hotel,https://www.booking.com/hotel/cl/canto-del-mar.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hostal El Punto,Booking.com,La Serena,0,2026-04-30 02:24:26.663,G5_Turismo_Hoteleria,camila-rojas,28644.0,8.6,hostal,https://www.booking.com/hotel/cl/hostal-el-punto.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Hotel Diego de Almagro La Serena,Booking.com,La Serena,4,2026-04-28 15:04:54.273,G5_Turismo_Hoteleria,camila-rojas,322117.0,8.0,hotel,https://www.booking.com/hotel/cl/diego-de-almagro.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
La Serena,Booking.com,La Serena,0,2026-04-26 03:14:21.463,G5_Turismo_Hoteleria,camila-rojas,105300.0,9.2,otro,https://www.booking.com/hotel/cl/la-serena-la-serena9.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel La Serena - Caja Los Andes,Booking.com,La Serena,0,2026-04-30 02:23:58.289,G5_Turismo_Hoteleria,camila-rojas,71647.0,8.8,hotel,https://www.booking.com/hotel/cl/la-serena-caja-los-andes.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Departamentos La Serena Vista,Booking.com,La Serena,0,2026-04-26 03:14:25.429,G5_Turismo_Hoteleria,camila-rojas,125364.0,9.7,otro,https://www.booking.com/hotel/cl/departamentos-la-serena-vista.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamento en Peñuelas vista al mar cerca del casino de La Serena,Booking.com,La Serena,0,2026-04-26 03:14:27.563,G5_Turismo_Hoteleria,camila-rojas,90250.0,7.9,otro,https://www.booking.com/hotel/cl/departamento-en-penuelas-vista-al-mar-cerca-del-casino-de-la-serena.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hostal Paso por La Serena,Booking.com,La Serena,0,2026-04-30 02:25:29.257,G5_Turismo_Hoteleria,camila-rojas,44000.0,9.2,hostal,https://www.booking.com/hotel/cl/casa-hostal-paso-por-la-serena.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Arena y Mar,Booking.com,La Serena,0,2026-04-26 03:14:32.628,G5_Turismo_Hoteleria,camila-rojas,84533.0,9.6,otro,https://www.booking.com/hotel/cl/arena-y-mar.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Depto 1 Dorm Frente al Mar y Laguna Cristalina,Booking.com,La Serena,0,2026-04-26 03:14:34.564,G5_Turismo_Hoteleria,camila-rojas,91229.0,10.0,otro,https://www.booking.com/hotel/cl/depto-1-dorm-frente-al-mar-y-laguna-cristalina.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Cabañas Las Añañucas II,Booking.com,La Serena,0,2026-04-30 02:24:44.467,G5_Turismo_Hoteleria,camila-rojas,51300.0,8.1,cabana,https://www.booking.com/hotel/cl/cabanas-las-ananucas-ii.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
566 Hostel,Booking.com,La Serena,0,2026-04-26 03:14:39.180,G5_Turismo_Hoteleria,camila-rojas,45000.0,8.3,hostal,https://www.booking.com/hotel/cl/espacio-566-hostel.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Departamento en Condominio Mar Serena,Booking.com,La Serena,0,2026-04-26 03:14:40.637,G5_Turismo_Hoteleria,camila-rojas,179091.0,8.9,otro,https://www.booking.com/hotel/cl/departamento-en-condominio-mar-serena.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
JH - Habitaciones con Baño Privado,Booking.com,La Serena,0,2026-04-26 03:14:59.603,G5_Turismo_Hoteleria,camila-rojas,57800.0,8.3,otro,https://www.booking.com/hotel/cl/habitacion-y-bano-privado-la-serena.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Descanso frente al mar Neohaus La Serena,Booking.com,La Serena,0,2026-04-26 03:15:05.632,G5_Turismo_Hoteleria,camila-rojas,257246.0,8.4,otro,https://www.booking.com/hotel/cl/descanso-frente-al-mar-neohaus-la-serena.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Entremar y piscina en La Serena,Booking.com,La Serena,0,2026-04-26 03:15:07.671,G5_Turismo_Hoteleria,camila-rojas,179279.0,9.5,otro,https://www.booking.com/hotel/cl/entremar-y-piscina-en-la-serena.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Cosmopolita Rojo,Booking.com,La Serena,0,2026-04-26 03:15:12.118,G5_Turismo_Hoteleria,camila-rojas,171927.0,9.8,otro,https://www.booking.com/hotel/cl/cosmopolita-rojo.es-ar.html,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Barros Borgoño 2 Departamento,Booking.com,Valparaiso,0,2026-04-27 02:20:14.180,G5_Turismo_Hoteleria,camila-rojas,51041.0,9.6,otro,https://www.booking.com/hotel/cl/departamento-barros-borgono-2.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
La Galería B&B,Booking.com,Valparaiso,0,2026-04-30 02:28:06.402,G5_Turismo_Hoteleria,camila-rojas,34224.0,8.4,otro,https://www.booking.com/hotel/cl/hostal-la-candelaria-valparaiso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
HOM I Vista al Mar I Terraza I Piscina I Playa,Booking.com,Valparaiso,0,2026-04-26 03:17:55.807,G5_Turismo_Hoteleria,camila-rojas,121782.0,9.4,otro,https://www.booking.com/hotel/cl/espectacular-depto-2d2b-para-4pax-frente-al-mar-servicio-hom-0302.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Nuevo Departamento Vive Barón Valparaíso,Booking.com,Valparaiso,0,2026-04-28 15:09:10.951,G5_Turismo_Hoteleria,camila-rojas,193270.0,9.0,otro,https://www.booking.com/hotel/cl/nuevo-departamento-vive-baron-valparaiso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Casa Urriola B&B,Booking.com,Valparaiso,0,2026-04-30 02:28:36.272,G5_Turismo_Hoteleria,camila-rojas,69718.0,8.9,otro,https://www.booking.com/hotel/cl/casa-urriola-b-amp-b.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Mar & Costa Valparaíso,Booking.com,Valparaiso,0,2026-04-26 03:18:09.174,G5_Turismo_Hoteleria,camila-rojas,80000.0,10.0,otro,https://www.booking.com/hotel/cl/mar-amp-costa-valparaiso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
El Navegante B&B,Booking.com,Valparaiso,0,2026-04-28 15:09:27.283,G5_Turismo_Hoteleria,camila-rojas,173943.0,9.3,otro,https://www.booking.com/hotel/cl/pasta-e-vino-hostal.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
The Travelling Chile,Booking.com,Valparaiso,0,2026-04-30 02:28:28.144,G5_Turismo_Hoteleria,camila-rojas,44436.0,9.0,otro,https://www.booking.com/hotel/cl/the-travelling-chile.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Hostal Tunquelen,Booking.com,Valparaiso,0,2026-04-28 00:09:46.172,G5_Turismo_Hoteleria,camila-rojas,96635.0,9.2,hostal,https://www.booking.com/hotel/cl/hostal-tunquelen.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Fauna Valparaiso,Booking.com,Valparaiso,0,2026-04-28 15:08:27.520,G5_Turismo_Hoteleria,camila-rojas,296884.0,9.0,otro,https://www.booking.com/hotel/cl/fauna.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Maki Hostels & Suites Valparaiso,Booking.com,Valparaiso,0,2026-04-26 03:18:26.814,G5_Turismo_Hoteleria,camila-rojas,67275.0,7.9,hostal,https://www.booking.com/hotel/cl/maki-hostel-valparaiso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
La Joya Hostel,Booking.com,Valparaiso,0,2026-04-30 02:28:30.309,G5_Turismo_Hoteleria,camila-rojas,45319.0,8.2,hostal,https://www.booking.com/hotel/cl/la-joya-hostel.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Casa California Guesthouse,Booking.com,Valparaiso,0,2026-04-26 03:18:50.079,G5_Turismo_Hoteleria,camila-rojas,185359.0,9.6,otro,https://www.booking.com/hotel/cl/casa-california-guesthouse.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
BO Hotel & Terraza,Booking.com,Valparaiso,0,2026-04-30 02:28:23.969,G5_Turismo_Hoteleria,camila-rojas,79768.0,9.0,hotel,https://www.booking.com/hotel/cl/boga-amp-terraza.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Departamento con vista al mar puerto,Booking.com,Valparaiso,0,2026-04-26 03:18:54.226,G5_Turismo_Hoteleria,camila-rojas,93500.0,8.7,otro,https://www.booking.com/hotel/cl/departamento-con-vista-al-mar-puerto.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
La Casa Piola,Booking.com,Valparaiso,0,2026-04-28 15:09:41.518,G5_Turismo_Hoteleria,camila-rojas,89280.0,8.6,otro,https://www.booking.com/hotel/cl/hostal-de-visita.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Muelle Barón - Terminal de Buses,Booking.com,Valparaiso,0,2026-04-26 03:18:58.636,G5_Turismo_Hoteleria,camila-rojas,96000.0,10.0,otro,https://www.booking.com/hotel/cl/muelle-baron-terminal-de-buses-valparaiso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
HOM I Vista al Mar I Amplia Terraza I Parking,Booking.com,Valparaiso,0,2026-04-26 03:19:00.479,G5_Turismo_Hoteleria,camila-rojas,232907.0,9.6,otro,https://www.booking.com/hotel/cl/nuevo-depto-mejor-ubicacion-de-valparaiso-parking.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamentos Puerto Claro,Booking.com,Valparaiso,0,2026-04-26 03:19:03.272,G5_Turismo_Hoteleria,camila-rojas,229344.0,9.6,otro,https://www.booking.com/hotel/cl/departamento-puerto-claro.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Cabañas El Mediterráneo,Booking.com,Valparaiso,0,2026-04-26 03:19:06.198,G5_Turismo_Hoteleria,camila-rojas,89545.0,8.7,cabana,https://www.booking.com/hotel/cl/cabanas-el-mediterraneo-valparaiso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Casa Volante Hostal,Booking.com,Valparaiso,0,2026-04-30 02:28:57.381,G5_Turismo_Hoteleria,camila-rojas,36900.0,8.2,hostal,https://www.booking.com/hotel/cl/casa-volante-hostal.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
AYCA La Flora Hotel Boutique,Booking.com,Valparaiso,3,2026-04-30 02:29:01.545,G5_Turismo_Hoteleria,camila-rojas,123663.0,9.5,hotel,https://www.booking.com/hotel/cl/ayca-la-flora-boutique.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Casa Fibonacci,Booking.com,Valparaiso,0,2026-04-28 00:10:21.404,G5_Turismo_Hoteleria,camila-rojas,201251.0,9.3,otro,https://www.booking.com/hotel/cl/hostal-fibonacci.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Casa Galos Hotel & Lofts,Booking.com,Valparaiso,0,2026-04-26 03:19:22.139,G5_Turismo_Hoteleria,camila-rojas,284002.0,9.3,hotel,https://www.booking.com/hotel/cl/casa-galos-apart.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Winebox Valparaiso,Booking.com,Valparaiso,0,2026-04-30 02:28:26.117,G5_Turismo_Hoteleria,camila-rojas,94009.0,9.0,hotel,https://www.booking.com/hotel/cl/winebox-valparaiso-valparaiso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hotel Amalfi,Booking.com,Vina del Mar,0,2026-04-30 02:32:50.568,G5_Turismo_Hoteleria,camila-rojas,70665.0,7.8,hotel,https://www.booking.com/hotel/cl/santissimo-vina-del-mar.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Best Western Marina del Rey,Booking.com,Vina del Mar,4,2026-04-30 02:33:08.087,G5_Turismo_Hoteleria,camila-rojas,182340.0,8.8,otro,https://www.booking.com/hotel/cl/best-western-marina-del-rey.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamento 2D2B con estacionamiento en pleno centro de Viña,Booking.com,Vina del Mar,0,2026-04-26 03:21:30.888,G5_Turismo_Hoteleria,camila-rojas,171000.0,9.2,otro,https://www.booking.com/hotel/cl/departamento-2d2b-con-estacionamiento-en-pleno-centro-de-vina.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
MR Mar Suites (ex Neruda Mar Suites),Booking.com,Vina del Mar,4,2026-04-28 15:16:15.103,G5_Turismo_Hoteleria,camila-rojas,198102.0,8.5,otro,https://www.booking.com/hotel/cl/neruda-mar-suites.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Pullman Vina del Mar San Martin,Booking.com,Vina del Mar,5,2026-04-30 02:33:14.413,G5_Turismo_Hoteleria,camila-rojas,313665.0,8.3,otro,https://www.booking.com/hotel/cl/pullman-san-martin.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hostal EntreOrientes,Booking.com,Vina del Mar,0,2026-04-30 02:33:17.316,G5_Turismo_Hoteleria,camila-rojas,52000.0,9.0,hostal,https://www.booking.com/hotel/cl/hostal-entreorientes.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Hotel Florencia,Booking.com,Vina del Mar,0,2026-04-30 02:33:48.822,G5_Turismo_Hoteleria,camila-rojas,83644.0,8.2,hotel,https://www.booking.com/hotel/cl/florencia-vina-del-mar.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Loft para 2 personas,Booking.com,Vina del Mar,0,2026-04-26 03:22:04.678,G5_Turismo_Hoteleria,camila-rojas,196000.0,9.0,otro,https://www.booking.com/hotel/cl/loft-para-2-personas-vina-del-mar.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Dei Templi Apart Hotel,Booking.com,Vina del Mar,0,2026-04-28 00:15:23.335,G5_Turismo_Hoteleria,camila-rojas,226672.0,9.0,apartamento,https://www.booking.com/hotel/cl/dei-templi-apart.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hostal Residencia Blest Gana,Booking.com,Vina del Mar,0,2026-04-30 02:34:29.113,G5_Turismo_Hoteleria,camila-rojas,61327.0,8.7,hostal,https://www.booking.com/hotel/cl/residencia-blestgana-cl.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
180 Hotel Boutique,Booking.com,Vina del Mar,3,2026-04-30 02:33:32.070,G5_Turismo_Hoteleria,camila-rojas,127179.0,8.8,hotel,https://www.booking.com/hotel/cl/180-boutique.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Depto equipado frente al mar. Excelente terraza,Booking.com,Vina del Mar,0,2026-04-26 03:22:21.653,G5_Turismo_Hoteleria,camila-rojas,573090.0,9.8,otro,https://www.booking.com/hotel/cl/depto-equipado-frente-al-mar-excelente-terraza.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Marina Loft 3D con Vista al Mar,Booking.com,Vina del Mar,0,2026-04-26 03:22:23.242,G5_Turismo_Hoteleria,camila-rojas,223622.0,9.3,otro,https://www.booking.com/hotel/cl/loft-almar-3d-con-vista-al-mar.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Oceana Suites Reñaca Norte,Booking.com,Vina del Mar,0,2026-04-26 03:22:25.167,G5_Turismo_Hoteleria,camila-rojas,197716.0,7.7,otro,https://www.booking.com/hotel/cl/oceana-suites-renaca-norte.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamento Barrio Poniente,Booking.com,Vina del Mar,0,2026-04-26 03:22:29.105,G5_Turismo_Hoteleria,camila-rojas,213118.0,9.6,otro,https://www.booking.com/hotel/cl/departamento-barrio-poniente-vina-del-mar1.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Wood View 2BR W Wifi Parking & View,Booking.com,Vina del Mar,0,2026-04-26 03:22:31.132,G5_Turismo_Hoteleria,camila-rojas,132554.0,9.5,otro,https://www.booking.com/hotel/cl/wood-view-2br-w-47-pool-wifi-parking-amp-view.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Pacificsunset Reñaca,Booking.com,Vina del Mar,0,2026-04-26 03:22:32.743,G5_Turismo_Hoteleria,camila-rojas,468170.0,9.2,otro,https://www.booking.com/hotel/cl/apartamento-vista-bahia.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Albamar,Booking.com,Vina del Mar,0,2026-04-30 02:33:40.438,G5_Turismo_Hoteleria,camila-rojas,131595.0,8.0,hotel,https://www.booking.com/hotel/cl/albamar.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Sea Art 3B con Wifi y excelente ubicación,Booking.com,Vina del Mar,0,2026-04-26 03:22:37.330,G5_Turismo_Hoteleria,camila-rojas,183147.0,5.4,otro,https://www.booking.com/hotel/cl/sea-art-3b-con-wifi-y-excelente-ubicacion.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Edificio Maya,Booking.com,Vina del Mar,0,2026-04-26 03:22:39.127,G5_Turismo_Hoteleria,camila-rojas,447727.0,8.7,otro,https://www.booking.com/hotel/cl/edificio-maya.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamento 4 personas,Booking.com,Vina del Mar,0,2026-04-26 03:22:41.234,G5_Turismo_Hoteleria,camila-rojas,288000.0,,otro,https://www.booking.com/hotel/cl/departamento-4-personas-valparaiso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamento nuevo - Alta vista Viña del Mar,Booking.com,Vina del Mar,0,2026-04-26 03:22:53.702,G5_Turismo_Hoteleria,camila-rojas,242611.0,9.7,otro,https://www.booking.com/hotel/cl/departamento-nuevo-alta-vista-vina-del-mar.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Sheraton Miramar Hotel & Convention Center,Booking.com,Vina del Mar,5,2026-04-28 00:14:25.681,G5_Turismo_Hoteleria,camila-rojas,619550.0,9.0,hotel,https://www.booking.com/hotel/cl/sheraton-miramar-convention-center.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Cómodo depto 2 habitaciones y 2 baños,Booking.com,Vina del Mar,0,2026-04-26 03:22:59.397,G5_Turismo_Hoteleria,camila-rojas,200000.0,9.3,otro,https://www.booking.com/hotel/cl/comodo-depto-2-habitaciones-y-2-banos.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
VOY Hostales - Oriente,Booking.com,Vina del Mar,0,2026-04-30 02:33:20.331,G5_Turismo_Hoteleria,camila-rojas,43805.0,8.1,hostal,https://www.booking.com/hotel/cl/valle-hermoso.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Hotel Tempo Rent,Booking.com,Santiago,0,2026-04-30 02:37:03.650,G5_Turismo_Hoteleria,camila-rojas,154128.0,8.1,hotel,https://www.booking.com/hotel/cl/tempo-rent-apart.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
HOM I 4PAX l Parking l Piscina l Metro l Gym l WiFi,Booking.com,Santiago,0,2026-04-26 03:31:44.577,G5_Turismo_Hoteleria,camila-rojas,177147.0,,otro,https://www.booking.com/hotel/cl/hom-i-4pax-l-parking-l-piscina-l-metro-l-gym-l-wifi.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Stylish Oasis for Five in Guardia Vieja,Booking.com,Santiago,0,2026-04-26 03:31:46.916,G5_Turismo_Hoteleria,camila-rojas,154511.0,8.7,otro,https://www.booking.com/hotel/cl/stylish-oasis-for-five-in-guardia-vieja.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Teatinos 690 - Departamentos R&M,Booking.com,Santiago,0,2026-04-30 02:37:52.057,G5_Turismo_Hoteleria,camila-rojas,62598.0,8.3,otro,https://www.booking.com/hotel/cl/departamento-amplio-r-amp-m-rooms.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Medio
Riesco Suites by Andes STR,Booking.com,Santiago,0,2026-04-26 03:31:57.494,G5_Turismo_Hoteleria,camila-rojas,230301.0,8.1,otro,https://www.booking.com/hotel/cl/edificio-presidente-riesco.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Personal Aparts Downtown,Booking.com,Santiago,0,2026-04-30 02:37:20.564,G5_Turismo_Hoteleria,camila-rojas,39424.0,7.7,apartamento,https://www.booking.com/hotel/cl/personal-aparts-downtown-santiago.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Estiloso 2BR Metro Santa Ana WIFI self-check in,Booking.com,Santiago,0,2026-04-26 03:32:01.975,G5_Turismo_Hoteleria,camila-rojas,103873.0,9.0,otro,https://www.booking.com/hotel/cl/depto-metro-santa-ana-2-dormitorios.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Best Western Premier Marina Las Condes,Booking.com,Santiago,4,2026-04-30 02:37:22.326,G5_Turismo_Hoteleria,camila-rojas,268598.0,8.8,otro,https://www.booking.com/hotel/cl/best-western-premier-marina-las-condes.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Departamento Familiar Excelente ubicación para 5 personas,Booking.com,Santiago,0,2026-04-26 03:32:05.748,G5_Turismo_Hoteleria,camila-rojas,225654.0,9.5,otro,https://www.booking.com/hotel/cl/comodo-y-amplio-departamento-nunoa-plaza-nunoa.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
2 Studios Independientes x 1 Reserva.,Booking.com,Santiago,0,2026-04-26 03:32:07.771,G5_Turismo_Hoteleria,camila-rojas,163599.0,,otro,https://www.booking.com/hotel/cl/2-departamentos-al-precio-de-1-parking-extra.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
NH Ciudad de Santiago,Booking.com,Santiago,4,2026-04-28 15:21:20.834,G5_Turismo_Hoteleria,camila-rojas,148442.0,8.6,otro,https://www.booking.com/hotel/cl/nhciudadstgo.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
Hotel Nodo - El primer hotel de negocios en Chile,Booking.com,Santiago,4,2026-04-28 15:21:10.744,G5_Turismo_Hoteleria,camila-rojas,214360.0,8.0,hotel,https://www.booking.com/hotel/cl/nodo.es-ar.html,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Premium
